1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16
0.006845409, 0.009357053, 0.005386805, 0.005326828, 0.006041368, 0.005130246, 0.006807031, 0.005696665, 0.005601986, 0.010582188, 0.011788373, 0.020486487, 0.010575486, 0.020430520, 0.010913568, 0.020384092
0.003525187, 0.003416553, 0.003351721, 0.003461410, 0.005680469, 0.005580670, 0.005426074, 0.008915968, 0.010975519, 0.020385420, 0.020636916, 0.020606460, 0.030764325, 0.025500257, 0.144965157, 0.015601817
0.003322873, 0.003442861, 0.003509682, 0.003454260, 0.003379881, 0.004032446, 0.005579773, 0.010206234, 0.010815449, 0.010630701, 0.010577329, 0.010666192, 0.028506808, 0.014923542, 0.030644320, 0.030523818
0.003291354, 0.003411067, 0.003492440, 0.003505869, 0.003461846, 0.005598876, 0.003339868, 0.005432163, 0.007899104, 0.010468094, 0.010441253, 0.020602545, 0.030369492, 0.050695624, 0.012864380, 0.018212428
0.003681702, 0.003844900, 0.003597958, 0.003401867, 0.003550289, 0.003413197, 0.003653243, 0.005563065, 0.008988741, 0.010202525, 0.010397890, 0.010503231, 0.021094764, 0.030365100, 0.036696777, 0.030324236
0.003549966, 0.003420517, 0.003462988, 0.003553280, 0.003545119, 0.005711846, 0.005696558, 0.010246121, 0.006705327, 0.010241572, 0.010531107, 0.020570848, 0.030586829, 0.040547613, 0.020338332, 0.020401195
0.003302241, 0.003487747, 0.003595883, 0.003520890, 0.005182204, 0.005486957, 0.010251091, 0.005038374, 0.006816267, 0.010317571, 0.010281899, 0.020383472, 0.011016651, 0.020501737, 0.030290630, 0.030580033
0.003380857, 0.003300484, 0.003309493, 0.003281830, 0.003408880, 0.003422371, 0.005565045, 0.010323199, 0.005961330, 0.010433801, 0.010510650, 0.020504881, 0.040275827, 0.030223371, 0.020411892, 0.020360891
0.003511023, 0.003457198, 0.003444175, 0.003447819, 0.003915219, 0.006764646, 0.005578153, 0.009250690, 0.006018647, 0.010187432, 0.010297683, 0.020435195, 0.030892082, 0.050605256, 0.040749591, 0.020345759
0.003225583, 0.003484437, 0.003513900, 0.003427132, 0.004338346, 0.003452421, 0.005515917, 0.010307482, 0.006176125, 0.010296628, 0.010313072, 0.010476440, 0.010987119, 0.050703116, 0.071349367, 0.030508906
